idx,label,pred,correct,conflict,path,rel_text,rel_visual,rel_audio,pred_text,pred_visual,pred_audio,n_available
717,1,1,1,0,unanimous,0.9419,0.9684,0.9518,1,1,1,3
718,2,2,1,1,pick_text,0.6944,0.1155,0.6436,2,1,2,3
719,1,2,0,1,pick_text,0.6649,0.1154,0.6298,2,1,2,3
720,0,0,1,0,unanimous,0.9553,-1.0000,0.9548,0,-1,0,2
721,1,1,1,1,pick_audio,0.6165,0.1280,0.6433,1,2,1,3
722,1,1,1,1,pick_text,0.1698,0.1231,0.1320,1,0,3,3
723,2,2,1,1,pick_visual,0.1794,0.6896,0.6526,0,2,2,3
724,2,2,1,0,unanimous,0.9527,0.9720,0.9521,2,2,2,3
725,1,1,1,0,unanimous,0.9428,0.9670,0.9522,1,1,1,3
726,3,3,1,0,unanimous,0.9353,0.9587,0.9538,3,3,3,3
727,1,1,1,0,unanimous,0.9498,0.9626,0.9528,1,1,1,3
728,1,1,1,0,unanimous,0.9560,0.9683,0.9511,1,1,1,3
729,0,0,1,1,pick_visual,0.6328,0.6914,0.1430,0,0,1,3
730,0,0,1,1,pick_text,0.1522,-1.0000,0.1392,0,-1,3,2
731,2,2,1,1,pick_text,0.6844,0.1168,0.6553,2,3,2,3
732,1,1,1,0,unanimous,0.9576,0.9709,0.9423,1,1,1,3
733,1,1,1,1,pick_audio,0.1619,0.6354,0.6426,2,1,1,3
734,0,0,1,0,unanimous,0.9533,0.9654,0.9516,0,0,0,3
735,3,1,0,0,unanimous,-1.0000,0.6613,-1.0000,-1,1,-1,1
736,2,1,0,1,pick_audio,0.1934,0.6579,0.6584,0,1,1,3
737,1,1,1,0,unanimous,-1.0000,0.9628,0.9524,-1,1,1,2
738,2,2,1,0,unanimous,0.9139,0.9690,0.9505,2,2,2,3
739,0,0,1,1,pick_text,0.1614,0.1235,0.1379,0,2,1,3
740,1,1,1,1,pick_text,0.1624,0.1284,-1.0000,1,0,-1,2
741,0,0,1,0,unanimous,0.9484,-1.0000,0.9530,0,-1,0,2
742,1,1,1,0,unanimous,0.9603,0.9668,0.9522,1,1,1,3
743,2,2,1,0,unanimous,0.9401,0.9718,0.9489,2,2,2,3
744,0,0,1,1,pick_visual,0.6544,0.6690,0.1490,0,0,2,3
745,0,0,1,1,pick_text,0.6792,0.1276,0.6538,0,1,0,3
746,2,2,1,1,pick_text,0.6587,0.1181,0.6469,2,3,2,3
747,1,1,1,0,unanimous,-1.0000,0.9629,0.9525,-1,1,1,2
748,2,2,1,0,unanimous,0.9451,0.9661,0.9473,2,2,2,3
749,1,1,1,1,pick_text,0.6810,0.1340,0.6619,1,0,1,3
0,0,0,1,1,pick_visual,0.6096,0.6197,0.1889,0,0,2,3
1,1,1,1,1,pick_audio,0.6255,0.1389,0.6802,1,2,1,3
2,0,0,1,1,pick_audio,0.1656,0.1325,0.1827,2,3,0,3
3,1,1,1,0,unanimous,0.9217,0.9396,0.9480,1,1,1,3
4,3,3,1,0,unanimous,0.9167,0.9430,-1.0000,3,3,-1,2
5,3,3,1,1,pick_audio,0.1695,0.1404,0.1870,0,2,3,3
6,1,0,0,1,pick_audio,0.1722,0.1294,0.1796,2,1,0,3
7,1,1,1,1,pick_audio,0.5949,0.1364,0.6815,1,3,1,3
8,2,2,1,0,unanimous,0.9321,-1.0000,0.9436,2,-1,2,2
9,2,2,1,1,pick_audio,0.6035,0.1303,0.6791,2,1,2,3
10,2,3,0,1,pick_audio,0.1579,0.1347,0.1900,2,1,3,3
11,3,3,1,1,pick_audio,0.1788,0.5913,0.6701,2,3,3,3
12,2,2,1,1,pick_visual,0.6081,0.6362,0.1877,2,2,1,3
13,0,2,0,0,unanimous,-1.0000,0.9431,0.9454,-1,2,2,2
14,0,0,1,1,pick_visual,0.6180,0.6379,0.1814,0,0,2,3
15,2,2,1,0,unanimous,0.9151,0.9262,0.9440,2,2,2,3
16,0,0,1,0,unanimous,0.9199,0.9422,0.9471,0,0,0,3
17,3,2,0,1,pick_audio,0.1827,0.1366,0.1912,3,0,2,3
18,0,0,1,0,unanimous,0.9176,-1.0000,0.9466,0,-1,0,2
19,3,3,1,0,unanimous,0.9273,0.9431,0.9486,3,3,3,3
20,1,1,1,1,pick_audio,0.1482,0.5938,0.6663,3,1,1,3
21,1,1,1,1,pick_audio,-1.0000,0.1408,0.1818,-1,0,1,2
22,1,1,1,1,pick_text,0.1772,0.1310,-1.0000,1,0,-1,2
23,1,0,0,1,pick_audio,0.1801,0.1353,0.1908,3,1,0,3
24,0,0,1,1,pick_visual,0.5934,0.6351,0.1982,0,0,1,3
25,2,2,1,0,unanimous,0.9193,0.9268,-1.0000,2,2,-1,2
26,0,0,1,0,unanimous,0.9149,-1.0000,0.9497,0,-1,0,2
27,3,3,1,1,pick_audio,0.6044,0.1187,0.6833,3,2,3,3
28,0,0,1,0,unanimous,-1.0000,0.6138,-1.0000,-1,0,-1,1
29,0,0,1,1,pick_audio,0.6123,0.1316,0.6643,0,3,0,3
30,3,3,1,1,pick_audio,0.6052,0.1303,0.6773,3,2,3,3
31,1,1,1,1,pick_audio,0.5906,0.1406,0.6621,1,3,1,3
32,1,2,0,1,pick_audio,0.1764,-1.0000,0.1931,0,-1,2,2
33,1,1,1,0,unanimous,-1.0000,0.9373,0.9469,-1,1,1,2
34,2,1,0,1,pick_audio,0.1762,0.1437,0.1896,0,2,1,3
35,3,3,1,1,pick_audio,0.5938,0.1464,0.6751,3,1,3,3
36,3,3,1,0,unanimous,0.9215,0.9180,0.9501,3,3,3,3
37,0,2,0,1,pick_text,0.1922,0.1361,0.1916,2,1,0,3
38,2,2,1,1,pick_audio,0.6245,0.1458,0.6802,2,0,2,3
39,1,1,1,0,unanimous,0.9247,0.9436,0.9494,1,1,1,3
40,2,2,1,0,unanimous,0.9312,0.9412,-1.0000,2,2,-1,2
41,3,0,0,0,unanimous,-1.0000,-1.0000,0.6752,-1,-1,0,1
42,3,3,1,0,unanimous,0.9200,0.9441,0.9480,3,3,3,3
43,0,2,0,1,pick_text,0.1743,0.1210,0.1727,2,1,0,3
44,0,0,1,0,unanimous,0.9179,0.9374,-1.0000,0,0,-1,2
45,3,3,1,1,pick_audio,0.6210,0.1272,0.6650,3,2,3,3
46,1,1,1,0,unanimous,0.9248,0.9418,0.9526,1,1,1,3
47,1,1,1,1,pick_visual,0.5737,0.6339,0.1937,1,1,0,3
48,2,2,1,0,unanimous,0.9184,0.9393,0.9518,2,2,2,3
49,3,3,1,1,pick_audio,0.1719,0.1337,0.1790,1,2,3,3
50,3,3,1,0,unanimous,0.9167,0.9371,0.9461,3,3,3,3
51,1,1,1,1,pick_audio,0.5930,0.1424,0.6617,1,3,1,3
52,1,1,1,0,unanimous,0.9206,0.9384,-1.0000,1,1,-1,2
53,3,3,1,1,pick_audio,0.6086,0.1403,0.6810,3,2,3,3
54,0,0,1,1,pick_audio,0.6247,0.1422,0.6740,0,3,0,3
55,3,1,0,1,pick_audio,-1.0000,0.1297,0.1783,-1,0,1,2
56,3,3,1,0,unanimous,0.9200,0.9330,0.9447,3,3,3,3
57,1,1,1,1,pick_visual,0.6176,0.6299,0.1966,1,1,0,3
58,1,1,1,0,unanimous,-1.0000,0.9398,0.9500,-1,1,1,2
59,0,0,1,1,pick_audio,0.6186,0.1438,0.6756,0,3,0,3
60,0,0,1,0,unanimous,0.9170,0.9435,0.9402,0,0,0,3
61,2,2,1,0,unanimous,0.9177,0.9254,0.9450,2,2,2,3
62,3,3,1,1,pick_audio,-1.0000,0.1443,0.1890,-1,2,3,2
63,1,3,0,1,pick_visual,0.6081,0.6123,0.1875,3,3,1,3
64,0,0,1,1,pick_audio,0.6349,0.1394,0.6776,0,3,0,3
65,2,2,1,0,unanimous,0.9221,0.9438,0.9483,2,2,2,3
66,2,2,1,1,pick_text,0.6266,0.6003,0.1878,2,2,0,3
67,1,1,1,1,pick_audio,-1.0000,0.1327,0.1844,-1,0,1,2
68,1,1,1,1,pick_audio,0.1711,-1.0000,0.1802,2,-1,1,2
69,2,2,1,1,pick_audio,0.6006,0.1451,0.6653,2,0,2,3
70,0,0,1,0,unanimous,-1.0000,-1.0000,0.6628,-1,-1,0,1
71,2,2,1,0,unanimous,0.9288,0.9394,0.9520,2,2,2,3
72,3,3,1,1,pick_audio,0.1674,0.6255,0.6800,0,3,3,3
73,3,3,1,0,unanimous,0.9244,0.9429,0.9465,3,3,3,3
74,1,1,1,0,unanimous,0.9271,-1.0000,0.9511,1,-1,1,2
75,0,0,1,0,unanimous,0.9162,0.9430,0.9445,0,0,0,3
76,0,0,1,0,unanimous,0.9149,0.9410,0.9527,0,0,0,3
77,3,3,1,0,unanimous,0.9250,0.9372,0.9479,3,3,3,3
78,2,2,1,0,unanimous,0.9228,-1.0000,0.9501,2,-1,2,2
79,1,0,0,1,pick_audio,0.1629,0.1395,0.1801,3,1,0,3
80,2,1,0,0,unanimous,-1.0000,-1.0000,0.6779,-1,-1,1,1
81,2,2,1,1,pick_audio,0.6073,0.1420,0.6817,2,3,2,3
82,2,2,1,1,pick_audio,-1.0000,0.1362,0.1942,-1,0,2,2
83,0,0,1,1,pick_audio,0.1697,0.6263,0.6754,3,0,0,3
84,3,3,1,0,unanimous,0.9185,0.9189,0.9482,3,3,3,3
85,0,2,0,1,pick_audio,0.1675,0.6253,0.6551,0,2,2,3
86,3,3,1,0,unanimous,0.9185,0.9424,0.9506,3,3,3,3
87,1,1,1,0,unanimous,0.9212,0.9326,0.9404,1,1,1,3
88,1,1,1,1,pick_audio,0.6186,0.1188,0.6710,1,0,1,3
89,2,2,1,1,pick_audio,0.5875,0.1372,0.6750,2,3,2,3
90,3,3,1,0,unanimous,-1.0000,0.6118,-1.0000,-1,3,-1,1
91,3,3,1,1,pick_audio,0.5958,0.0994,0.6561,3,0,3,3
92,3,2,0,1,pick_audio,0.1593,0.1394,0.1853,1,3,2,3
93,2,2,1,0,unanimous,0.9219,0.9439,0.9471,2,2,2,3
94,2,2,1,1,pick_audio,0.6402,0.1352,0.6563,2,0,2,3
95,1,1,1,1,pick_audio,0.1694,0.6325,0.6563,2,1,1,3
96,0,0,1,1,pick_audio,0.6087,0.1446,0.6551,0,3,0,3
97,3,3,1,0,unanimous,0.9236,0.9439,0.9464,3,3,3,3
98,3,3,1,0,unanimous,-1.0000,0.6338,-1.0000,-1,3,-1,1
99,0,0,1,0,unanimous,0.9220,0.9056,0.9500,0,0,0,3
100,3,3,1,0,unanimous,0.9280,0.9426,0.9488,3,3,3,3
101,2,2,1,0,unanimous,0.9171,0.9446,0.9495,2,2,2,3
102,2,3,0,0,unanimous,-1.0000,-1.0000,0.6906,-1,-1,3,1
103,3,3,1,1,pick_visual,0.5699,0.6184,0.1739,3,3,0,3
104,2,2,1,0,unanimous,0.9234,0.9396,0.9493,2,2,2,3
105,2,2,1,1,pick_visual,0.6207,0.6239,0.1943,2,2,3,3
106,3,3,1,1,pick_audio,0.6056,0.1277,0.6930,3,0,3,3
107,1,1,1,0,unanimous,0.9142,0.9183,0.9494,1,1,1,3
108,0,0,1,0,unanimous,0.9203,0.9292,0.9536,0,0,0,3
109,2,2,1,0,unanimous,0.9219,0.9430,0.9487,2,2,2,3
110,1,1,1,1,pick_audio,0.6195,0.1219,0.6550,1,0,1,3
111,2,3,0,0,unanimous,0.9196,-1.0000,0.9424,3,-1,3,2
112,2,2,1,0,unanimous,0.9236,0.9422,0.9504,2,2,2,3
113,0,0,1,1,pick_audio,-1.0000,0.1378,0.1795,-1,2,0,2
114,2,2,1,1,pick_visual,0.5807,0.6074,0.1750,2,2,0,3
115,0,0,1,0,unanimous,0.9207,0.9432,0.9464,0,0,0,3
116,0,2,0,1,pick_audio,0.1714,0.1420,0.1898,1,3,2,3
117,0,0,1,0,unanimous,-1.0000,0.9413,0.9497,-1,0,0,2
118,1,1,1,0,unanimous,0.9209,0.9427,0.9541,1,1,1,3
119,3,3,1,1,pick_audio,0.6245,0.1453,0.6767,3,2,3,3
120,1,1,1,1,pick_audio,0.6288,0.1366,0.6671,1,3,1,3
121,3,3,1,1,pick_text,0.6232,0.6136,0.1811,3,3,2,3
122,3,3,1,1,pick_audio,0.6114,0.1443,0.6712,3,0,3,3
123,0,0,1,0,unanimous,0.9232,0.9417,0.9499,0,0,0,3
124,2,3,0,1,pick_audio,0.1598,-1.0000,0.1962,2,-1,3,2
125,0,0,1,1,pick_audio,0.6091,0.1340,0.6848,0,2,0,3
126,2,2,1,1,pick_audio,0.5985,0.1406,0.6746,2,3,2,3
127,3,3,1,1,pick_audio,0.1678,0.5866,0.6767,2,3,3,3
128,0,1,0,1,pick_audio,0.1876,0.1444,0.1909,0,3,1,3
129,2,2,1,0,unanimous,0.9225,0.9434,0.9451,2,2,2,3
130,1,1,1,1,pick_audio,0.6192,0.1371,0.6509,1,0,1,3
131,2,2,1,0,unanimous,0.9213,0.9432,0.9468,2,2,2,3
132,0,0,1,0,unanimous,-1.0000,0.9439,0.9445,-1,0,0,2
133,1,3,0,1,pick_audio,-1.0000,0.1408,0.1850,-1,1,3,2
134,2,2,1,0,unanimous,-1.0000,0.9327,0.9484,-1,2,2,2
135,2,2,1,1,pick_visual,0.5881,0.6198,0.1954,2,2,1,3
136,2,2,1,0,unanimous,-1.0000,0.9400,0.9530,-1,2,2,2
137,2,2,1,0,unanimous,-1.0000,0.9418,0.9495,-1,2,2,2
138,2,2,1,0,unanimous,-1.0000,0.9442,0.9489,-1,2,2,2
139,1,1,1,1,pick_audio,0.6193,0.1376,0.6866,1,2,1,3
140,3,3,1,0,unanimous,-1.0000,0.6193,-1.0000,-1,3,-1,1
141,1,1,1,1,pick_audio,0.1808,0.6345,0.6568,0,1,1,3
142,1,1,1,0,unanimous,0.9198,-1.0000,0.9453,1,-1,1,2
143,1,1,1,1,pick_audio,0.1650,0.1405,0.2051,3,0,1,3
144,3,1,0,1,pick_audio,0.1595,0.1342,0.1845,3,2,1,3
145,0,0,1,0,unanimous,0.9263,0.9292,0.9464,0,0,0,3
146,3,0,0,1,pick_audio,0.1809,0.1377,0.1926,3,1,0,3
147,1,1,1,1,pick_text,0.6105,0.6091,0.1943,1,1,3,3
148,2,2,1,1,pick_audio,0.6028,0.1374,0.6766,2,1,2,3
149,2,2,1,1,pick_audio,0.6014,0.1411,0.6806,2,3,2,3
150,1,1,1,1,pick_audio,0.6299,0.1419,0.6728,1,3,1,3
151,2,2,1,0,unanimous,0.9200,-1.0000,0.9483,2,-1,2,2
152,1,1,1,0,unanimous,0.9160,0.9426,0.9452,1,1,1,3
153,2,1,0,1,pick_audio,0.1774,0.1234,0.1791,0,2,1,3
154,3,3,1,1,pick_audio,0.6145,0.1418,0.6712,3,1,3,3
155,0,0,1,1,pick_text,0.1686,0.1417,-1.0000,0,2,-1,2
156,0,0,1,0,unanimous,0.9248,0.9442,0.9518,0,0,0,3
157,3,3,1,1,pick_audio,-1.0000,0.1326,0.1901,-1,2,3,2
158,3,3,1,1,pick_audio,0.1562,0.1406,0.1860,0,2,3,3
159,1,1,1,0,unanimous,0.9200,0.9445,0.9421,1,1,1,3
160,1,3,0,1,pick_audio,0.1666,0.6268,0.6692,0,3,3,3
161,1,1,1,0,unanimous,0.9209,0.9440,0.9499,1,1,1,3
162,2,2,1,0,unanimous,-1.0000,0.9430,0.9449,-1,2,2,2
163,1,3,0,1,pick_audio,-1.0000,0.1377,0.2042,-1,1,3,2
164,3,3,1,0,unanimous,0.6226,-1.0000,-1.0000,3,-1,-1,1
165,0,3,0,1,pick_audio,0.1625,0.6149,0.6829,0,3,3,3
166,2,2,1,0,unanimous,0.9201,0.9423,0.9488,2,2,2,3
167,1,1,1,1,pick_text,0.1600,0.1205,-1.0000,1,3,-1,2
168,2,2,1,0,unanimous,0.9204,0.9430,0.9478,2,2,2,3
169,2,2,1,0,unanimous,0.9224,0.9432,0.9517,2,2,2,3
170,1,1,1,1,pick_audio,0.6075,0.1373,0.6667,1,3,1,3
171,2,2,1,1,pick_audio,0.5980,0.1275,0.6898,2,3,2,3
172,0,0,1,1,pick_text,0.6145,0.6134,0.1994,0,0,1,3
173,3,3,1,1,pick_audio,0.1708,0.1325,0.1932,0,1,3,3
174,3,3,1,1,pick_visual,0.5902,0.6199,0.1851,3,3,0,3
175,0,0,1,0,unanimous,0.9242,0.9429,0.9471,0,0,0,3
176,2,2,1,0,unanimous,-1.0000,0.9424,0.9522,-1,2,2,2
177,1,1,1,0,unanimous,0.9235,0.9251,0.9514,1,1,1,3
178,2,2,1,1,pick_text,0.1855,0.1321,-1.0000,2,0,-1,2
179,0,0,1,0,unanimous,0.9264,0.9370,0.9492,0,0,0,3
180,2,2,1,1,pick_audio,0.5934,0.1357,0.6740,2,3,2,3
181,3,3,1,0,unanimous,0.9228,0.9385,0.9491,3,3,3,3
182,2,0,0,1,pick_audio,0.1931,0.1368,0.2146,2,1,0,3
183,0,3,0,1,pick_audio,0.1597,0.6287,0.6765,0,3,3,3
184,3,3,1,1,pick_audio,0.5921,0.1422,0.6770,3,1,3,3
185,2,0,0,1,pick_audio,0.1852,0.6151,0.6694,2,0,0,3
186,2,3,0,1,pick_audio,0.1706,0.1306,0.1914,1,2,3,3
187,3,2,0,0,unanimous,-1.0000,0.6077,-1.0000,-1,2,-1,1
188,1,1,1,0,unanimous,-1.0000,0.9412,0.9482,-1,1,1,2
189,3,3,1,0,unanimous,0.9268,0.9437,0.9453,3,3,3,3
190,1,1,1,1,pick_text,0.1675,0.1376,-1.0000,1,2,-1,2
191,0,0,1,1,pick_visual,0.5959,0.6165,0.1985,0,0,2,3
192,0,0,1,0,unanimous,-1.0000,0.9445,0.9480,-1,0,0,2
193,3,3,1,0,unanimous,0.9268,0.9294,0.9458,3,3,3,3
194,3,3,1,1,pick_audio,0.5897,0.1323,0.6629,3,1,3,3
195,0,3,0,1,pick_visual,0.5794,0.6375,0.1878,3,3,0,3
196,1,2,0,1,pick_audio,-1.0000,0.1381,0.1926,-1,1,2,2
197,0,0,1,1,pick_audio,0.1749,0.6176,0.6669,3,0,0,3
198,3,0,0,1,pick_text,0.1695,0.1331,-1.0000,0,3,-1,2
199,0,0,1,1,pick_audio,0.1719,0.1299,0.1803,2,3,0,3
200,3,3,1,1,pick_audio,0.1519,0.6032,0.6724,1,3,3,3
201,3,3,1,0,unanimous,-1.0000,0.9052,0.9485,-1,3,3,2
202,0,0,1,1,pick_visual,0.6052,0.6369,0.1743,0,0,2,3
203,1,1,1,1,pick_audio,0.6215,0.1278,0.6966,1,3,1,3
204,2,2,1,1,pick_audio,0.5562,0.1318,0.6905,2,3,2,3
205,0,0,1,0,unanimous,0.9230,-1.0000,0.9470,0,-1,0,2
206,2,3,0,1,pick_visual,0.5797,0.6224,0.1901,3,3,2,3
207,0,3,0,1,pick_audio,0.1744,-1.0000,0.1915,0,-1,3,2
208,2,2,1,1,pick_visual,0.5907,0.6351,0.1933,2,2,3,3
209,1,0,0,1,pick_audio,0.5963,0.1430,0.6864,0,1,0,3
210,1,1,1,0,unanimous,0.9149,0.9385,-1.0000,1,1,-1,2
211,0,0,1,0,unanimous,0.9279,0.9407,0.9429,0,0,0,3
212,3,3,1,0,unanimous,0.9188,0.9336,0.9468,3,3,3,3
213,2,2,1,1,pick_audio,0.5863,0.1377,0.6628,2,3,2,3
214,3,3,1,0,unanimous,0.9202,0.9444,0.9503,3,3,3,3
215,3,3,1,0,unanimous,0.9217,0.9448,0.9478,3,3,3,3
216,3,3,1,0,unanimous,-1.0000,0.9423,0.9506,-1,3,3,2
217,1,3,0,0,unanimous,-1.0000,0.6212,-1.0000,-1,3,-1,1
218,0,1,0,1,pick_audio,0.5870,0.1439,0.6843,1,0,1,3
219,0,0,1,1,pick_audio,-1.0000,0.1343,0.1951,-1,1,0,2
220,1,1,1,0,unanimous,0.9219,0.9282,-1.0000,1,1,-1,2
221,1,1,1,1,pick_audio,0.6028,0.1435,0.6644,1,3,1,3
222,0,0,1,1,pick_audio,0.5968,0.1397,0.6665,0,1,0,3
223,3,3,1,0,unanimous,0.9204,0.9279,0.9498,3,3,3,3
224,2,2,1,0,unanimous,0.9241,-1.0000,0.9499,2,-1,2,2
225,2,2,1,0,unanimous,0.9243,0.9438,-1.0000,2,2,-1,2
226,2,2,1,1,pick_audio,0.6223,0.1331,0.6729,2,1,2,3
227,3,3,1,0,unanimous,0.9153,0.9387,0.9472,3,3,3,3
228,0,0,1,0,unanimous,0.9231,0.9261,-1.0000,0,0,-1,2
229,1,0,0,1,pick_audio,0.1619,0.6011,0.6683,3,0,0,3
230,0,0,1,0,unanimous,0.9217,0.9443,0.9456,0,0,0,3
231,3,3,1,0,unanimous,0.9279,0.9282,0.9477,3,3,3,3
232,1,1,1,0,unanimous,-1.0000,0.9388,0.9490,-1,1,1,2
233,3,0,0,1,pick_audio,0.1660,0.1170,0.1823,3,1,0,3
234,2,1,0,1,pick_audio,0.5823,0.1312,0.6679,1,2,1,3
235,2,2,1,0,unanimous,0.9201,0.9432,0.9423,2,2,2,3
236,3,3,1,0,unanimous,0.9229,0.9384,0.9525,3,3,3,3
237,1,2,0,1,pick_audio,0.1708,-1.0000,0.1850,1,-1,2,2
238,1,1,1,1,pick_text,0.1627,0.1381,-1.0000,1,2,-1,2
239,0,0,1,1,pick_audio,0.1700,0.6268,0.6621,1,0,0,3
240,2,1,0,1,pick_text,0.1794,0.1211,0.1771,1,3,2,3
241,0,0,1,0,unanimous,0.9201,0.9335,0.9475,0,0,0,3
242,0,0,1,0,unanimous,0.9127,0.9268,0.9525,0,0,0,3
243,3,3,1,0,unanimous,0.9161,-1.0000,0.9520,3,-1,3,2
244,3,2,0,1,pick_audio,0.1675,0.1075,0.1783,3,1,2,3
245,0,1,0,0,unanimous,-1.0000,0.9417,0.9495,-1,1,1,2
246,2,2,1,0,unanimous,0.9250,0.9424,0.9479,2,2,2,3
247,3,3,1,0,unanimous,-1.0000,0.9429,0.9472,-1,3,3,2
248,0,0,1,0,unanimous,0.9228,0.9429,0.9448,0,0,0,3
249,0,2,0,1,pick_audio,0.1819,0.1381,0.1910,3,0,2,3
250,0,0,1,0,unanimous,0.9210,0.9430,0.9513,0,0,0,3
251,0,0,1,1,pick_audio,0.1857,0.1287,0.1886,1,2,0,3
252,0,0,1,0,unanimous,0.9217,0.9384,0.9472,0,0,0,3
253,0,1,0,1,pick_audio,0.1643,0.1340,0.1751,0,2,1,3
254,3,3,1,0,unanimous,-1.0000,0.9340,0.9452,-1,3,3,2
255,2,2,1,1,pick_audio,0.6013,0.1407,0.6809,2,0,2,3
256,0,0,1,0,unanimous,0.9184,0.9447,0.9456,0,0,0,3
257,1,1,1,0,unanimous,0.9219,-1.0000,0.9486,1,-1,1,2
258,3,3,1,1,pick_text,0.6473,0.5962,0.2140,3,3,0,3
259,3,3,1,0,unanimous,0.9265,0.9335,0.9465,3,3,3,3
260,0,0,1,1,pick_audio,0.1715,0.1442,0.1843,2,1,0,3
261,3,3,1,1,pick_text,0.1691,0.1287,-1.0000,3,0,-1,2
262,0,0,1,1,pick_audio,0.6016,0.1420,0.6884,0,1,0,3
263,2,3,0,1,pick_audio,-1.0000,0.1311,0.1910,-1,1,3,2
264,2,1,0,1,pick_audio,0.1664,0.6326,0.6538,2,1,1,3
265,3,3,1,1,pick_visual,0.6187,0.6267,0.2039,3,3,1,3
266,3,3,1,0,unanimous,0.9250,0.9404,0.9532,3,3,3,3
267,1,1,1,1,pick_visual,0.6018,0.6159,0.1857,1,1,0,3
268,3,3,1,1,pick_audio,0.6275,0.1385,0.6560,3,0,3,3
269,1,1,1,1,pick_audio,0.6008,0.1348,0.6536,1,2,1,3
270,2,2,1,0,unanimous,0.9229,0.9402,0.9530,2,2,2,3
271,2,2,1,1,pick_audio,0.6016,0.1375,0.6934,2,0,2,3
272,0,0,1,0,unanimous,0.9227,0.9376,0.9466,0,0,0,3
273,2,1,0,1,pick_audio,0.1707,0.6212,0.6703,2,1,1,3
274,1,1,1,0,unanimous,0.9187,0.9325,0.9505,1,1,1,3
275,3,3,1,0,unanimous,0.9239,-1.0000,0.9472,3,-1,3,2
276,0,0,1,1,pick_visual,0.5706,0.6243,0.1798,0,0,1,3
277,1,1,1,0,unanimous,0.9227,0.9375,0.9458,1,1,1,3
278,3,3,1,1,pick_audio,0.6137,0.1363,0.6692,3,0,3,3
279,0,0,1,0,unanimous,0.9221,-1.0000,0.9502,0,-1,0,2
280,2,0,0,1,pick_visual,0.6027,0.6335,0.1891,0,0,2,3
281,1,1,1,0,unanimous,0.9190,0.9274,0.9425,1,1,1,3
282,3,3,1,0,unanimous,0.9127,0.9431,0.9472,3,3,3,3
283,0,0,1,1,pick_audio,0.6098,0.1439,0.6772,0,1,0,3
284,0,1,0,1,pick_audio,0.1847,0.1251,0.1933,0,3,1,3
285,2,2,1,1,pick_audio,0.1611,-1.0000,0.2029,3,-1,2,2
286,3,3,1,1,pick_text,0.6368,0.6047,0.2015,3,3,1,3
287,2,0,0,1,pick_audio,0.6016,0.1393,0.6636,0,2,0,3
288,2,2,1,1,pick_audio,0.1628,0.1304,0.1912,1,3,2,3
289,3,2,0,1,pick_visual,0.6037,0.6342,0.1955,2,2,3,3
290,3,3,1,0,unanimous,-1.0000,-1.0000,0.6716,-1,-1,3,1
291,3,3,1,0,unanimous,-1.0000,0.9416,0.9451,-1,3,3,2
292,1,1,1,1,pick_audio,0.6026,0.1293,0.6575,1,0,1,3
293,3,3,1,0,unanimous,0.9264,0.9429,0.9544,3,3,3,3
294,0,2,0,1,pick_audio,0.1776,0.6034,0.6814,0,2,2,3
295,2,2,1,1,pick_text,0.6322,0.6096,0.1887,2,2,3,3
296,1,1,1,1,pick_text,0.6308,0.5917,0.1878,1,1,2,3
297,3,3,1,0,unanimous,0.9220,0.9359,-1.0000,3,3,-1,2
298,1,1,1,0,unanimous,-1.0000,0.9280,0.9470,-1,1,1,2
299,3,3,1,1,pick_visual,0.6116,0.6376,0.1975,3,3,1,3
300,1,0,0,1,pick_audio,-1.0000,0.1447,0.1825,-1,1,0,2
301,2,2,1,0,unanimous,0.9212,0.9295,0.9467,2,2,2,3
302,2,2,1,0,unanimous,0.9264,-1.0000,0.9508,2,-1,2,2
303,0,0,1,0,unanimous,-1.0000,0.9270,0.9509,-1,0,0,2
304,0,0,1,0,unanimous,0.9218,0.9268,0.9468,0,0,0,3
305,3,3,1,1,pick_audio,0.1695,-1.0000,0.1743,0,-1,3,2
306,2,2,1,1,pick_visual,0.6135,0.6304,0.1925,2,2,3,3
307,1,2,0,1,pick_visual,0.5913,0.6262,0.1830,2,2,1,3
308,1,1,1,1,pick_audio,0.6034,0.1407,0.6580,1,3,1,3
309,1,1,1,1,pick_audio,0.1786,0.6341,0.6707,3,1,1,3
310,0,0,1,0,unanimous,0.9276,-1.0000,0.9442,0,-1,0,2
311,1,3,0,1,pick_visual,0.5719,0.6205,0.1825,3,3,1,3
312,0,0,1,0,unanimous,0.9203,0.9332,0.9522,0,0,0,3
313,0,0,1,0,unanimous,0.9282,0.9404,0.9469,0,0,0,3
314,3,3,1,1,pick_audio,0.6299,0.1303,0.6547,3,0,3,3
315,1,1,1,0,unanimous,0.9174,-1.0000,0.9506,1,-1,1,2
316,1,1,1,0,unanimous,0.9201,-1.0000,0.9502,1,-1,1,2
317,2,2,1,1,pick_audio,0.6188,0.1447,0.6646,2,3,2,3
318,3,3,1,0,unanimous,0.9210,0.9383,0.9479,3,3,3,3
319,2,2,1,1,pick_visual,0.6090,0.6235,0.1800,2,2,1,3
320,3,3,1,0,unanimous,0.9126,0.9367,0.9524,3,3,3,3
321,1,1,1,1,pick_audio,0.5897,0.1311,0.6821,1,2,1,3
322,0,0,1,1,pick_audio,0.6088,0.1419,0.6841,0,3,0,3
