image_path,original_path,original_label,confidence,label_7,label_4,label_3,arousal,valence
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_141.png,neutral/ffhq_141.png,neutral,0.7985028529802611,6,3,2,0.2,0.0799
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1410.png,neutral/ffhq_1410.png,neutral,0.7796777758484598,6,3,2,0.2,0.078
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1411.png,neutral/ffhq_1411.png,happy,0.7357596087414718,2,0,0,0.5679,0.6622
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1412.png,neutral/ffhq_1412.png,sad,0.8587381958406395,3,2,1,0.2859,-0.6011
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1413.png,neutral/ffhq_1413.png,neutral,0.834703637915979,6,3,2,0.2,0.0835
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1414.png,neutral/ffhq_1414.png,neutral,0.778131281479335,6,3,2,0.2,0.0778
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1415.png,neutral/ffhq_1415.png,surprise,0.8449962765552302,2,0,0,0.707,0.5915
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1416.png,neutral/ffhq_1416.png,neutral,0.8163092988831012,6,3,2,0.2,0.0816
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1417.png,neutral/ffhq_1417.png,sad,0.6994409347576899,3,2,1,0.2699,-0.4896
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1418.png,neutral/ffhq_1418.png,neutral,0.8252060066708267,6,3,2,0.2,0.0825
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1419.png,neutral/ffhq_1419.png,neutral,0.7684003519326084,6,3,2,0.2,0.0768
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_142.png,neutral/ffhq_142.png,sad,0.8326099836487004,3,2,1,0.2833,-0.5828
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1420.png,neutral/ffhq_1420.png,contempt,0.7972217410975768,4,2,1,0.3594,-0.3189
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1421.png,neutral/ffhq_1421.png,neutral,0.7041579339479729,6,3,2,0.2,0.0704
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1422.png,neutral/ffhq_1422.png,surprise,0.6310037955711003,2,0,0,0.5786,0.4417
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1423.png,neutral/ffhq_1423.png,anger,0.8429005018362977,0,1,1,0.79,-0.6743
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1424.png,neutral/ffhq_1424.png,contempt,0.7936150678938607,4,2,1,0.3587,-0.3174
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1425.png,neutral/ffhq_1425.png,neutral,0.8239699553900329,6,3,2,0.2,0.0824
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1426.png,neutral/ffhq_1426.png,contempt,0.824280059549028,4,2,1,0.3649,-0.3297
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1427.png,neutral/ffhq_1427.png,surprise,0.7159862772647597,2,0,0,0.6296,0.5012
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1428.png,neutral/ffhq_1428.png,neutral,0.7772860227209341,6,3,2,0.2,0.0777
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1429.png,neutral/ffhq_1429.png,neutral,0.8535118421205268,6,3,2,0.2,0.0854
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_143.png,neutral/ffhq_143.png,disgust,0.7184095973723198,3,2,1,0.3437,-0.431
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1430.png,neutral/ffhq_1430.png,neutral,0.7535082429577967,6,3,2,0.2,0.0754
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1431.png,neutral/ffhq_1431.png,contempt,0.8403914538660247,4,2,1,0.3681,-0.3362
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1432.png,neutral/ffhq_1432.png,surprise,0.782173300845249,2,0,0,0.6693,0.5475
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1433.png,neutral/ffhq_1433.png,surprise,0.8263624551623482,2,0,0,0.6958,0.5785
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1434.png,neutral/ffhq_1434.png,anger,0.834355378348087,0,1,1,0.784,-0.6675
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1435.png,neutral/ffhq_1435.png,neutral,0.8523761163031913,6,3,2,0.2,0.0852
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1436.png,neutral/ffhq_1436.png,neutral,0.661108075275079,6,3,2,0.2,0.0661
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1437.png,neutral/ffhq_1437.png,contempt,0.7832909468251356,4,2,1,0.3567,-0.3133
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1438.png,neutral/ffhq_1438.png,neutral,0.668031632977573,6,3,2,0.2,0.0668
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1439.png,neutral/ffhq_1439.png,contempt,0.6769051106771528,4,2,1,0.3354,-0.2708
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_144.png,neutral/ffhq_144.png,neutral,0.8341424263835652,6,3,2,0.2,0.0834
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1440.png,neutral/ffhq_1440.png,disgust,0.8012089462940236,3,2,1,0.3602,-0.4807
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1441.png,neutral/ffhq_1441.png,neutral,0.8408144404928102,6,3,2,0.2,0.0841
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1442.png,neutral/ffhq_1442.png,neutral,0.7619810266061081,6,3,2,0.2,0.0762
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1443.png,neutral/ffhq_1443.png,sad,0.8227338757457789,3,2,1,0.2823,-0.5759
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1444.png,neutral/ffhq_1444.png,neutral,0.8582895433127723,6,3,2,0.2,0.0858
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1445.png,neutral/ffhq_1445.png,neutral,0.8259156993567711,6,3,2,0.2,0.0826
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1446.png,neutral/ffhq_1446.png,disgust,0.8385480378178258,3,2,1,0.3677,-0.5031
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1447.png,neutral/ffhq_1447.png,surprise,0.7555915657052846,2,0,0,0.6534,0.5289
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1448.png,neutral/ffhq_1448.png,contempt,0.8051260534945833,4,2,1,0.361,-0.3221
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1449.png,neutral/ffhq_1449.png,contempt,0.7499305975362771,4,2,1,0.35,-0.3
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_145.png,neutral/ffhq_145.png,sad,0.6953939432106755,3,2,1,0.2695,-0.4868
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1450.png,neutral/ffhq_1450.png,disgust,0.762644454070207,3,2,1,0.3525,-0.4576
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1451.png,neutral/ffhq_1451.png,contempt,0.7649540257276676,4,2,1,0.353,-0.306
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1452.png,neutral/ffhq_1452.png,neutral,0.8384256485957914,6,3,2,0.2,0.0838
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1453.png,neutral/ffhq_1453.png,anger,0.8029245102386964,0,1,1,0.762,-0.6423
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1454.png,neutral/ffhq_1454.png,neutral,0.7398229289336249,6,3,2,0.2,0.074
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1455.png,neutral/ffhq_1455.png,contempt,0.8188192300775504,4,2,1,0.3638,-0.3275
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1456.png,neutral/ffhq_1456.png,sad,0.600393766313781,3,2,1,0.26,-0.4203
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1457.png,neutral/ffhq_1457.png,anger,0.8141773315097192,0,1,1,0.7699,-0.6513
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1458.png,neutral/ffhq_1458.png,sad,0.8634435179570003,3,2,1,0.2863,-0.6044
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1459.png,neutral/ffhq_1459.png,sad,0.7892694429249018,3,2,1,0.2789,-0.5525
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_146.png,neutral/ffhq_146.png,sad,0.7974213104166401,3,2,1,0.2797,-0.5582
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1460.png,neutral/ffhq_1460.png,neutral,0.8111944058371958,6,3,2,0.2,0.0811
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1461.png,neutral/ffhq_1461.png,surprise,0.7381360074076709,2,0,0,0.6429,0.5167
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1462.png,neutral/ffhq_1462.png,disgust,0.7050118681051446,3,2,1,0.341,-0.423
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1463.png,neutral/ffhq_1463.png,sad,0.777172704134004,3,2,1,0.2777,-0.544
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1464.png,neutral/ffhq_1464.png,contempt,0.7669649056103129,4,2,1,0.3534,-0.3068
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1465.png,neutral/ffhq_1465.png,surprise,0.6803957045005601,2,0,0,0.6082,0.4763
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1466.png,neutral/ffhq_1466.png,disgust,0.8001771377073508,3,2,1,0.36,-0.4801
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1467.png,neutral/ffhq_1467.png,neutral,0.7094239498225826,6,3,2,0.2,0.0709
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1468.png,neutral/ffhq_1468.png,anger,0.6886685853676368,0,1,1,0.6821,-0.5509
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1469.png,neutral/ffhq_1469.png,surprise,0.7934946388028183,2,0,0,0.6761,0.5554
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_147.png,neutral/ffhq_147.png,anger,0.6692517271378782,0,1,1,0.6685,-0.5354
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1470.png,neutral/ffhq_1470.png,neutral,0.8261976551167,6,3,2,0.2,0.0826
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1471.png,neutral/ffhq_1471.png,neutral,0.762403418921648,6,3,2,0.2,0.0762
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1472.png,neutral/ffhq_1472.png,neutral,0.8050687065079645,6,3,2,0.2,0.0805
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1473.png,neutral/ffhq_1473.png,surprise,0.7704608117504955,2,0,0,0.6623,0.5393
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1474.png,neutral/ffhq_1474.png,neutral,0.6823540139020188,6,3,2,0.2,0.0682
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1475.png,neutral/ffhq_1475.png,disgust,0.7490709389514836,3,2,1,0.3498,-0.4494
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1476.png,neutral/ffhq_1476.png,disgust,0.8156610153560575,3,2,1,0.3631,-0.4894
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1477.png,neutral/ffhq_1477.png,sad,0.7593910577750149,3,2,1,0.2759,-0.5316
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1478.png,neutral/ffhq_1478.png,anger,0.8131606566153192,0,1,1,0.7692,-0.6505
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1479.png,neutral/ffhq_1479.png,contempt,0.8501185221579303,4,2,1,0.37,-0.34
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_148.png,neutral/ffhq_148.png,contempt,0.7248277474528931,4,2,1,0.345,-0.2899
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1480.png,neutral/ffhq_1480.png,surprise,0.7737891807026376,2,0,0,0.6643,0.5417
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1481.png,neutral/ffhq_1481.png,disgust,0.8066602587038768,3,2,1,0.3613,-0.484
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1482.png,neutral/ffhq_1482.png,disgust,0.7761445480650881,3,2,1,0.3552,-0.4657
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1483.png,neutral/ffhq_1483.png,anger,0.7906620583475247,0,1,1,0.7535,-0.6325
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1484.png,neutral/ffhq_1484.png,anger,0.7715870180491552,0,1,1,0.7401,-0.6173
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1485.png,neutral/ffhq_1485.png,anger,0.8060854981235737,0,1,1,0.7643,-0.6449
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1486.png,neutral/ffhq_1486.png,neutral,0.7396587440185013,6,3,2,0.2,0.074
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1487.png,neutral/ffhq_1487.png,contempt,0.6984834389758472,4,2,1,0.3397,-0.2794
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1488.png,neutral/ffhq_1488.png,contempt,0.8486427316432819,4,2,1,0.3697,-0.3395
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1489.png,neutral/ffhq_1489.png,surprise,0.8326453833665209,2,0,0,0.6996,0.5829
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_149.png,neutral/ffhq_149.png,neutral,0.7738637525789744,6,3,2,0.2,0.0774
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1490.png,neutral/ffhq_1490.png,contempt,0.852699009412463,4,2,1,0.3705,-0.3411
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1491.png,neutral/ffhq_1491.png,neutral,0.737610654095171,6,3,2,0.2,0.0738
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1492.png,neutral/ffhq_1492.png,contempt,0.779615986451267,4,2,1,0.3559,-0.3118
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1493.png,neutral/ffhq_1493.png,surprise,0.7218420172445829,2,0,0,0.6331,0.5053
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1494.png,neutral/ffhq_1494.png,contempt,0.8237928741048842,4,2,1,0.3648,-0.3295
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1495.png,neutral/ffhq_1495.png,sad,0.659328538546685,3,2,1,0.2659,-0.4615
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1496.png,neutral/ffhq_1496.png,neutral,0.8399791759411355,6,3,2,0.2,0.084
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1497.png,neutral/ffhq_1497.png,neutral,0.8340023178980428,6,3,2,0.2,0.0834
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1498.png,neutral/ffhq_1498.png,neutral,0.829388804482222,6,3,2,0.2,0.0829
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1499.png,neutral/ffhq_1499.png,disgust,0.7285900260763888,3,2,1,0.3457,-0.4372
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_15.png,neutral/ffhq_15.png,neutral,0.8472602933672346,6,3,2,0.2,0.0847
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_150.png,neutral/ffhq_150.png,sad,0.742893590262869,3,2,1,0.2743,-0.52
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1500.png,neutral/ffhq_1500.png,anger,0.7626678400230228,0,1,1,0.7339,-0.6101
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1501.png,neutral/ffhq_1501.png,neutral,0.8025145362606241,6,3,2,0.2,0.0803
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1502.png,neutral/ffhq_1502.png,neutral,0.8382682307813378,6,3,2,0.2,0.0838
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1503.png,neutral/ffhq_1503.png,sad,0.7706244911729728,3,2,1,0.2771,-0.5394
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1504.png,neutral/ffhq_1504.png,sad,0.7227154934252927,3,2,1,0.2723,-0.5059
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1505.png,neutral/ffhq_1505.png,neutral,0.7941730860895411,6,3,2,0.2,0.0794
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1506.png,neutral/ffhq_1506.png,neutral,0.6518862834544357,6,3,2,0.2,0.0652
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1507.png,neutral/ffhq_1507.png,disgust,0.7505226591353172,3,2,1,0.3501,-0.4503
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1508.png,neutral/ffhq_1508.png,contempt,0.8363698747422664,4,2,1,0.3673,-0.3345
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1509.png,neutral/ffhq_1509.png,neutral,0.7927721969471885,6,3,2,0.2,0.0793
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_151.png,neutral/ffhq_151.png,neutral,0.8156713425262618,6,3,2,0.2,0.0816
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1510.png,neutral/ffhq_1510.png,neutral,0.777920593122811,6,3,2,0.2,0.0778
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1511.png,neutral/ffhq_1511.png,sad,0.7597279163037909,3,2,1,0.276,-0.5318
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1512.png,neutral/ffhq_1512.png,neutral,0.8159054569046875,6,3,2,0.2,0.0816
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1513.png,neutral/ffhq_1513.png,anger,0.7222380166969931,0,1,1,0.7056,-0.5778
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1514.png,neutral/ffhq_1514.png,anger,0.7646245592746433,0,1,1,0.7352,-0.6117
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1515.png,neutral/ffhq_1515.png,sad,0.8384848674320711,3,2,1,0.2838,-0.5869
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1516.png,neutral/ffhq_1516.png,neutral,0.7543627252271717,6,3,2,0.2,0.0754
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1517.png,neutral/ffhq_1517.png,contempt,0.8633449358506053,4,2,1,0.3727,-0.3453
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1518.png,neutral/ffhq_1518.png,surprise,0.8126115826230549,2,0,0,0.6876,0.5688
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1519.png,neutral/ffhq_1519.png,neutral,0.76380149775584,6,3,2,0.2,0.0764
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_152.png,neutral/ffhq_152.png,contempt,0.8128895063769521,4,2,1,0.3626,-0.3252
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1520.png,neutral/ffhq_1520.png,anger,0.8282205346144152,0,1,1,0.7798,-0.6626
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1521.png,neutral/ffhq_1521.png,surprise,0.8078022888690838,2,0,0,0.6847,0.5655
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1522.png,neutral/ffhq_1522.png,anger,0.7469499638281064,0,1,1,0.7229,-0.5976
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1523.png,neutral/ffhq_1523.png,surprise,0.6940839111967312,2,0,0,0.6165,0.4859
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1524.png,neutral/ffhq_1524.png,contempt,0.7778744256300439,4,2,1,0.3556,-0.3111
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1525.png,neutral/ffhq_1525.png,anger,0.8382866569928246,0,1,1,0.7868,-0.6706
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1526.png,neutral/ffhq_1526.png,surprise,0.8316499185875857,2,0,0,0.699,0.5822
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1527.png,neutral/ffhq_1527.png,surprise,0.8352167524661795,2,0,0,0.7011,0.5847
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1528.png,neutral/ffhq_1528.png,neutral,0.8017249618898477,6,3,2,0.2,0.0802
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1529.png,neutral/ffhq_1529.png,neutral,0.78244551316771,6,3,2,0.2,0.0782
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_153.png,neutral/ffhq_153.png,neutral,0.8286793822044513,6,3,2,0.2,0.0829
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1530.png,neutral/ffhq_1530.png,surprise,0.7615176261494377,2,0,0,0.6569,0.5331
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1531.png,neutral/ffhq_1531.png,disgust,0.7627203584331376,3,2,1,0.3525,-0.4576
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1532.png,neutral/ffhq_1532.png,neutral,0.8128335164619891,6,3,2,0.2,0.0813
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1533.png,neutral/ffhq_1533.png,anger,0.8243198093990427,0,1,1,0.777,-0.6595
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1534.png,neutral/ffhq_1534.png,neutral,0.6113928590565544,6,3,2,0.2,0.0611
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1535.png,neutral/ffhq_1535.png,sad,0.6553994148819833,3,2,1,0.2655,-0.4588
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1536.png,neutral/ffhq_1536.png,neutral,0.6282913184655471,6,3,2,0.2,0.0628
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1537.png,neutral/ffhq_1537.png,surprise,0.8083839212036406,2,0,0,0.685,0.5659
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1538.png,neutral/ffhq_1538.png,fear,0.8556670431500968,1,1,1,0.7134,-0.5134
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1539.png,neutral/ffhq_1539.png,surprise,0.7425743236455802,2,0,0,0.6455,0.5198
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_154.png,neutral/ffhq_154.png,neutral,0.7839222026643078,6,3,2,0.2,0.0784
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1540.png,neutral/ffhq_1540.png,surprise,0.6463242217728223,2,0,0,0.5878,0.4524
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1541.png,neutral/ffhq_1541.png,surprise,0.7645941410531265,2,0,0,0.6588,0.5352
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1542.png,neutral/ffhq_1542.png,disgust,0.7641792510150373,3,2,1,0.3528,-0.4585
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1543.png,neutral/ffhq_1543.png,neutral,0.7906349897537488,6,3,2,0.2,0.0791
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1544.png,neutral/ffhq_1544.png,anger,0.8085643553732235,0,1,1,0.766,-0.6469
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1545.png,neutral/ffhq_1545.png,neutral,0.7278153775299742,6,3,2,0.2,0.0728
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1546.png,neutral/ffhq_1546.png,neutral,0.7359389660747191,6,3,2,0.2,0.0736
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1547.png,neutral/ffhq_1547.png,disgust,0.8292700891230392,3,2,1,0.3659,-0.4976
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1548.png,neutral/ffhq_1548.png,anger,0.736834997868079,0,1,1,0.7158,-0.5895
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1549.png,neutral/ffhq_1549.png,sad,0.768497455095664,3,2,1,0.2768,-0.5379
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_155.png,neutral/ffhq_155.png,neutral,0.7346112750411291,6,3,2,0.2,0.0735
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1550.png,neutral/ffhq_1550.png,contempt,0.7832507639930565,4,2,1,0.3567,-0.3133
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1551.png,neutral/ffhq_1551.png,contempt,0.8222994359464246,4,2,1,0.3645,-0.3289
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1552.png,neutral/ffhq_1552.png,sad,0.8210609914602144,3,2,1,0.2821,-0.5747
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1553.png,neutral/ffhq_1553.png,neutral,0.8035449181238047,6,3,2,0.2,0.0804
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1554.png,neutral/ffhq_1554.png,anger,0.8486186109330253,0,1,1,0.794,-0.6789
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1555.png,neutral/ffhq_1555.png,neutral,0.8112696799357219,6,3,2,0.2,0.0811
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1556.png,neutral/ffhq_1556.png,neutral,0.8179484145914581,6,3,2,0.2,0.0818
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1557.png,neutral/ffhq_1557.png,neutral,0.7625483983138801,6,3,2,0.2,0.0763
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1558.png,neutral/ffhq_1558.png,sad,0.8039956126390925,3,2,1,0.2804,-0.5628
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1559.png,neutral/ffhq_1559.png,contempt,0.8488080638407446,4,2,1,0.3698,-0.3395
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_156.png,neutral/ffhq_156.png,neutral,0.7230589167787929,6,3,2,0.2,0.0723
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1560.png,neutral/ffhq_1560.png,neutral,0.7937981422560181,6,3,2,0.2,0.0794
d:\bigcreate\visual_data_temp\archive (3)\Test\neutral/ffhq_1561.png,neutral/ffhq_1561.png,neutral,0.7909550028945341,6,3,2,0.2,0.0791
